description,artist,album,format,extra
"Magnit ""Dies Irae"" LP (Original Russian Press) | Vinyl",Magnit,Dies Irae,Vinyl,
Forbidden Tomb / Nansarunai Split LP | Vinyl,,,,
"Zombie Ritual ""Zombie Vomit Zombie"" Picture LP | Vinyl",Zombie Ritual,Zombie Vomit Zombie,Vinyl,
"Mordichrist ""Mordichrist"" 10"" | Vinyl",Mordichrist,Mordichrist,Vinyl,
"Astral Tomb ""Degradation Of Human Consciousness"" MC | Cassette",Astral Tomb,Degradation Of Human Consciousness,Cassette,
"Feculent ""The Grotesque Arena"" MC | Cassette",Feculent,The Grotesque Arena,Cassette,
"Vahrzaw ""Husk"" CD | CD",Vahrzaw,Husk,CD,
"Mercyful Fate ""Hilversum, 20.1.1984"" LP | Vinyl",Mercyful Fate,"Hilversum, 20.1.1984",Vinyl,
"Throat ""Blood Exaltation"" LP | Vinyl",Throat,Blood Exaltation,Vinyl,
"Angra Mainyu ""Die kalte Dunkelheit"" LP | Vinyl",Angra Mainyu,Die kalte Dunkelheit,Vinyl,
"Reencarnación ""Planeta Azul"" CD | CD",Reencarnación,Planeta Azul,CD,
"Triumphator ""Wings of Antichrist"" Digipak CD | CD",Triumphator,Wings of Antichrist,CD,
"Time Rift ""Eternal Rock"" LP | Vinyl",Time Rift,Eternal Rock,Vinyl,
"Ossements ""Ossements"" Demo | Cassette",Ossements,Ossements,Cassette,
"Norman Shores ""De L'ombre Surgit la Lumière"" CD | CD",Norman Shores,De L'ombre Surgit la Lumière,CD,
"Ossilegium ""The Gods Below"" Digipak CD | CD",Ossilegium,The Gods Below,CD,
"Monachopsis Art ""An Empty Existence"" Digipak CD | CD",Monachopsis Art,An Empty Existence,CD,
"Ancestors Blood ""A Dark Passage From the Past"" CD | CD",Ancestors Blood,A Dark Passage From the Past,CD,
"Scourge Lair ""Calamities"" LP | Vinyl",Scourge Lair,Calamities,Vinyl,
"Sabbat / Paganfire ""Sabbatical Vermin Born"" Split CD | CD",Sabbat / Paganfire,Sabbatical Vermin Born,CD,
"Funeralium ""Decrepit"" MC | Cassette",Funeralium,Decrepit,Cassette,
"Infernal Dominion ""Salvation Through Infinite Suffering"" MC (Post Imprecation) | Cassette",Infernal Dominion,Salvation Through Infinite Suffering,Cassette,
"Arkenstone ""Lusitanian Pride"" 7"" | Vinyl",Arkenstone,Lusitanian Pride,Vinyl,
"Zarach 'Baal' Tharagh* / Karbonized Traitor Split 7"" | Vinyl",,,,
"Ex Inferiis ""Ngul A Crist"" Clear Vinyl 7"" | Vinyl",Ex Inferiis,Ngul A Crist,Vinyl,
"Black Blood ""Blasphemy Reigns in thy Night"" LP | Vinyl",Black Blood,Blasphemy Reigns in thy Night,Vinyl,
"Grógaldr ""Demo I / Demo2"" LP (GoatowaRex) | Vinyl",Grógaldr,Demo I / Demo2,Vinyl,
Xirgan / Till split MC | Cassette,,,,
"Apocalyptic Noise Syndicate / Nibiru Split Flexi 7"" | Vinyl",,,,
"Lobo ""Alma"" LP | Vinyl",Lobo,Alma,Vinyl,
"Korp ""Thorns of Centuries Unfold"" CD | CD",Korp,Thorns of Centuries Unfold,CD,
"Eisenwinter ""Verkommen, Entartet und Verreckt"" LP | Vinyl",Eisenwinter,"Verkommen, Entartet und Verreckt",Vinyl,
"Fourth Dimension ""Non-Physical Reality"" LP | Vinyl",Fourth Dimension,Non-Physical Reality,Vinyl,
"Thy Worshipper ""Czarna Dzika Czerwień"" CD | CD",Thy Worshipper,Czarna Dzika Czerwień,CD,
"Detonator ""Demo 1990"" Test Press LP | Vinyl",Detonator,Demo 1990,Vinyl,
"Saudade ""Diary of Voices"" MC | Cassette",Saudade,Diary of Voices,Cassette,
"Velo Misere ""Genealogía Del Eterno Desasosiego"" MC | Cassette",Velo Misere,Genealogía Del Eterno Desasosiego,Cassette,
"Cruel Force ""Under The Sign Of The Moon"" LP | Vinyl",Cruel Force,Under The Sign Of The Moon,Vinyl,
"Moloch Letalis ""Arkana Chaosu"" CD | CD",Moloch Letalis,Arkana Chaosu,CD,
"Lord Belial ""Enter The Moonlight Gate"" LP (Vassago Related) | Vinyl",Lord Belial,Enter The Moonlight Gate,Vinyl,
"Rattenzirkel ""Rattenzirkel"" LP | Vinyl",Rattenzirkel,Rattenzirkel,Vinyl,
"Caixão ""Demo 2020"" LP | Vinyl",Caixão,Demo 2020,Vinyl,
"Naudiz ""Wulfasa Kunja"" LP | Vinyl",Naudiz,Wulfasa Kunja,Vinyl,
"Intellect Devourer ""Demons of the Skull"" MC | Cassette",Intellect Devourer,Demons of the Skull,Cassette,
"Eternal North ""Children ov the Cold"" MCD | Cassette",Eternal North,Children ov the Cold,Cassette,
"Onslaught ""The Force"" CD | CD",Onslaught,The Force,CD,
"Deathwalk ""Djevelens Urkraft"" Digipak CD | CD",Deathwalk,Djevelens Urkraft,CD,
"Lizzy Borden ""Master of Disguise"" MC | Cassette",Lizzy Borden,Master of Disguise,Cassette,
"Abigail ""Intercourse and Lust"" Rising Sun Color LP | Vinyl",Abigail,Intercourse and Lust,Vinyl,
"Incantation ""Decimate Christendom"" LP | Vinyl",Incantation,Decimate Christendom,Vinyl,
"Olatom Amespïrïa ""Demo III"" LP | Vinyl",Olatom Amespïrïa,Demo III,Vinyl,
"Kerasf​ó​ra ""Six Nights Beyond the Serpents Threshold"" LP | Vinyl",Kerasf​ó​ra,Six Nights Beyond the Serpents Threshold,Vinyl,
"Sarcasm ""Crematory"" Test Press LP | Vinyl",Sarcasm,Crematory,Vinyl,
"Epitaph ""Sinner Waketh"" LP | Vinyl",Epitaph,Sinner Waketh,Vinyl,
"Predator 2 ""Original Soundtrack by Alan Silvestri"" MC | Cassette",Predator 2,Original Soundtrack by Alan Silvestri,Cassette,
"Crown of Asteria ""Sol"" MC | Cassette",Crown of Asteria,Sol,Cassette,
"Church Bizarre ""Enigma of Hades"" 7"" | Vinyl",Church Bizarre,Enigma of Hades,Vinyl,
"Gosforth ""Duntelheir Fest 2005"" MC | Cassette",Gosforth,Duntelheir Fest 2005,Cassette,
"Horde Of Hel ""Döden Nalkas"" CD | CD",Horde Of Hel,Döden Nalkas,CD,
"JPI Vio-Lens Kommand ""For One Night We Woke Up With Eyes Like Stones"" CD | CD",JPI Vio-Lens Kommand,For One Night We Woke Up With Eyes Like Stones,CD,
Regere Sinister / Reptile Womb Test Press Split LP | Vinyl,,,,
"Helios Fundraiser - NWN ""Rok Painting #2"" TS | Vinyl",Helios Fundraiser - NWN,Rok Painting #2,Vinyl,
"Unpure ""Prophecies Ablaze"" MC | Cassette",Unpure,Prophecies Ablaze,Cassette,
GSTNK / Keiler Split MC | Cassette,,,,
"Terrorsaw ""The Deepest Machete Penetration"" 7"" | Vinyl",Terrorsaw,The Deepest Machete Penetration,Vinyl,
Trhä / Starcave Nebula Split LP | Vinyl,,,,
"Baxaxaxa ""De Vermis Mysteriis"" MC | Cassette",Baxaxaxa,De Vermis Mysteriis,Cassette,
"Krayl ""Von Düsteren Welten"" Demo | Cassette",Krayl,Von Düsteren Welten,Cassette,
"Draugurinn ""Spíra"" A5 Digipak CD | CD",Draugurinn,Spíra,CD,
"Voidchrist ""Herald of a Brighter Dawn"" CD | CD",Voidchrist,Herald of a Brighter Dawn,CD,
"Licentious ""Licentious"" Demo | Cassette",Licentious,Licentious,Cassette,
"Hermóðr ""My Throne"" Digipak CD | CD",Hermóðr,My Throne,CD,
"Ragnarok ""In Nomine Satanas"" LP | Vinyl",Ragnarok,In Nomine Satanas,Vinyl,
"Albionic Hermeticism / Ynkleudherhenavogyon ""Swēsaz Ambos"" Split Double LP | Vinyl",Albionic Hermeticism / Ynkleudherhenavogyon,Swēsaz Ambos,Vinyl,
"Nubivagant ""The Wheel and the Universe"" LP | Vinyl",Nubivagant,The Wheel and the Universe,Vinyl,
"Drakonhail ""Opaque"" LP | Vinyl",Drakonhail,Opaque,Vinyl,
"TKNKNTJ ""2008 -2009"" Demo | Cassette",TKNKNTJ,2008 -2009,Cassette,
"Anael ""Infernal Devotion"" 7"" (Sombre Records) | Vinyl",Anael,Infernal Devotion,Vinyl,
"Blackevil ""Forever Baptised in Eternal Fire"" LP | Vinyl",Blackevil,Forever Baptised in Eternal Fire,Vinyl,
"Malhkebre ""B.A.M.N. Demo 2023"" Demo | Cassette",Malhkebre,B.A.M.N. Demo 2023,Cassette,
"Hyperdontia ""Deranged"" LP | Vinyl",Hyperdontia,Deranged,Vinyl,
"Sektarism ""La Mort de L'Infidèle"" Digipak CD | CD",Sektarism,La Mort de L'Infidèle,CD,
"Squash Bowels ""Tnyribal"" MC | Cassette",Squash Bowels,Tnyribal,Cassette,
"StarGazer / Ysengrin "":D.A.V.V.N:"" MC | Cassette",Stargazer / Ysengrin,:D.A.V.V.N:,Cassette,
"Slayer ""Rare Tracks Vol 4, Live 1983"" 7"" | Vinyl",Slayer,"Rare Tracks Vol 4, Live 1983",Vinyl,
"Tormentador ""Morte Negra"" CD | CD",Tormentador,Morte Negra,CD,
"Trastorned ""Into the Void"" LP | Vinyl",Trastorned,Into the Void,Vinyl,
"Vindorn ""Hrana"" CD | CD",Vindorn,Hrana,CD,
"Myling ""Häxeri"" Double LP + Booklet | Vinyl",Myling,Häxeri,Vinyl,
"Svartsyn ""Bloodline"" MC | Cassette",Svartsyn,Bloodline,Cassette,
"Mythical ""Under Mayhemic Dethronement"" Demo | Cassette",Mythical,Under Mayhemic Dethronement,Cassette,
"Grudom ""Demo 12"" Digipak CD | CD",Grudom,Demo 12,CD,
Helios Fundraiser - Logo Patches | Vinyl,,,,
"Unurnment ""Spiritual Penury"" MCD | CD",Unurnment,Spiritual Penury,CD,
"Krvna ""The Rhythmus of Death Eternal"" Digipak CD | CD",Krvna,The Rhythmus of Death Eternal,CD,
"Sjodogg ""Vanskapning"" LP | Vinyl",Sjodogg,Vanskapning,Vinyl,
"Hate Forest ""Innermost"" LP | Vinyl",Hate Forest,Innermost,Vinyl,
"Silence Lashings ""The Reality of the Nagual"" Demo | Cassette",Silence Lashings,The Reality of the Nagual,Cassette,
Maeströ Cröque Mört / Wunderwaffe Split LP | Vinyl,,,,
Solgrav / F split CD | CD,,,,
"Grimdor ""The Land of Shadow"" MC | Cassette",Grimdor,The Land of Shadow,Cassette,
"Ascended Dead ""The Advent"" MC | Cassette",Ascended Dead,The Advent,Cassette,
"Soulless ""Betray the Light"" 7"" | Vinyl",Soulless,Betray the Light,Vinyl,
"Samael ""Worship Him"" CD | CD",Samael,Worship Him,CD,
"Drakonhail ""Vieille Forêt"" Double LP | Vinyl",Drakonhail,Vieille Forêt,Vinyl,
"Limbonic Art ""The Ultimate Death Worship"" Double LP | Vinyl",Limbonic Art,The Ultimate Death Worship,Vinyl,
"Helios Fundraiser - Mysticat ""Sun"" T Shirt | Vinyl",Helios Fundraiser - Mysticat,Sun,Vinyl,
"Voideater ""I"" Digipak CD | CD",Voideater,I,CD,
"Morbid Angel ""Altars Of Madness"" LP | Vinyl",Morbid Angel,Altars Of Madness,Vinyl,
Nahtrunar / Hesychia Split LP | Vinyl,,,,
"Vetter ""Av Sublim Natur"" CD | CD",Vetter,Av Sublim Natur,CD,
"Kalmankantaja ""Kaski"" Digipak CD | CD",Kalmankantaja,Kaski,CD,
"Black Draugwath ""The True Bottomless Armageddon"" CD | CD",Black Draugwath,The True Bottomless Armageddon,CD,
"Altars ""Ascetic Reflection""LP | Vinyl",,,,
"Goat Disciple ""Wolfcult Domination"" Digipak CD | CD",Goat Disciple,Wolfcult Domination,CD,
Infesticide / In Obscurity Revealed Split MC | CD,,,,
"Baise Ma Hache ""Ab Origine Fidelis"" LP | Vinyl",Baise Ma Hache,Ab Origine Fidelis,Vinyl,
"Metalucifer ""Heavy Metal Bang Your Heads"" MLP | Vinyl",Metalucifer,Heavy Metal Bang Your Heads,Vinyl,
"Liklukt ""Bay Of Kings"" LP | Vinyl",Liklukt,Bay Of Kings,Vinyl,
"Absu ""Barathrum: V.I.T.R.I.O.L."" LP | Vinyl",Absu,Barathrum: V.I.T.R.I.O.L.,Vinyl,
"Ianva ""1919"" 7"" | Vinyl",Ianva,1919,Vinyl,
"Smother ""Chapter II: A Corpse of Wood and Stone"" MC | Cassette",Smother,Chapter II: A Corpse of Wood and Stone,Cassette,
"Goatblood ""Adoration of Blasphemy and War"" CD | CD",Goatblood,Adoration of Blasphemy and War,CD,
"Ophicvs ""Azrever Ne Alemamam"" CD | CD",Ophicvs,Azrever Ne Alemamam,CD,
"Dismember ""Dismember"" CD (sylphorium pressing) | CD",Dismember,Dismember,CD,
"Blasphemy ""Victory (Son of the Damned)"" MC | Cassette",Blasphemy,Victory (Son of the Damned),Cassette,
"Riverge ""Stand in fear of nothing - Early Years Discography"" 3xLP + CD | Vinyl",Riverge,Stand in fear of nothing - Early Years Discography,Vinyl,
"Thirst ""Per Aspera Ad Astra"" LP | Vinyl",Thirst,Per Aspera Ad Astra,Vinyl,
"Wulkanaz ""Paralys"" CD | CD",Wulkanaz,Paralys,CD,
"Cult of Thaumiel ""Palaces of Iniquity"" MC | Cassette",Cult of Thaumiel,Palaces of Iniquity,Cassette,
"Blizzard ""Rock 'n' Roll Overkill"" LP | Vinyl",Blizzard,Rock 'n' Roll Overkill,Vinyl,
"Brainfever ""Face To Face"" LP | Vinyl",Brainfever,Face To Face,Vinyl,
Helios Fundraiser - Eternal Thanks List | Vinyl,,,,
"Departure Chandelier ""Antichrist Rise to Power"" LP | Vinyl",Departure Chandelier,Antichrist Rise To Power,Vinyl,
"Horrifying ""Altered States Fermentation"" LP | Vinyl",Horrifying,Altered States Fermentation,Vinyl,
"Rites of Cleaning / Torch of War ""Ad Honorem Magnae Mortis"" Split 7"" | Vinyl",Rites of Cleaning / Torch of War,Ad Honorem Magnae Mortis,Vinyl,
"Kaarna ""Comitatus Savolaxiæ"" Digipak CD | CD",Kaarna,Comitatus Savolaxiæ,CD,
"Khashm ""Asmodeus Rising"" LP+7"" | Vinyl",Khashm,Asmodeus Rising,Vinyl,
"Drowning the Light ""The Longing"" Double LP | Vinyl",Drowning The Light,The Longing,Vinyl,
"Gorgoroth ""Antichrist"" Picture LP (With Jacket) | Vinyl",Gorgoroth,Antichrist,Vinyl,
"Kalmankantaja ""Tyhjyys"" Digipak CD | CD",Kalmankantaja,Tyhjyys,CD,
"V/A ""Naked Breakers"" 7"" | Vinyl",V/A,Naked Breakers,Vinyl,
Celtic Rainforest “Ty'n'y'coedcae” MC | Cassette,Celtic Rainforest,Ty'n'y'coedcae,Cassette,
Wacht / Balest Split LP | Vinyl,,,,
"Deathstorm ""Swarming"" MC | Cassette",Deathstorm,Swarming,Cassette,
"Eucharist ""I Am the Void"" MC | Cassette",Eucharist,I Am the Void,Cassette,
"The Pessimist Chamber ""Assassins of Death"" LP (Lim to 100) | Vinyl",The Pessimist Chamber,Assassins of Death,Vinyl,
"Dangerous Force / Solitude Split 7"" | Vinyl",,,,
"Diocletian ""Gesundrian"" CD | CD",Diocletian,Gesundrian,CD,
"Dead Void ""Volatile Forms"" LP | Vinyl",Dead Void,Volatile Forms,Vinyl,
"Goat Disciple ""Wolfcult Domination"" LP | Vinyl",Goat Disciple,Wolfcult Domination,Vinyl,
"Ancient Guard ""Nightfall Enthroned"" CD | CD",Ancient Guard,Nightfall Enthroned,CD,
"Marduk ""Viktoria"" CD | CD",Marduk,Viktoria,CD,
"Kommandant / Minenwerfer ""Paukenschlag / Heimkehr"" Split LP | Vinyl",Kommandant / Minenwerfer,Paukenschlag / Heimkehr,Vinyl,
"Masakre ""Morbid Extinction"" LP | Vinyl",Masakre,Morbid Extinction,Vinyl,
"Sarcofagus ""Envoy of Death"" CD | CD",Sarcofagus,Envoy of Death,CD,
"Putrifier ""Pr​æ​cidistis Regeneratio"" MC | Cassette",Putrifier,Pr​æ​cidistis Regeneratio,Cassette,
"Fossor ""Emerging from the Abyss"" CD | CD",Fossor,Emerging from the Abyss,CD,
"Walpurgia ""Altar of the Goatbaphomet"" LP | Vinyl",Walpurgia,Altar of the Goatbaphomet,Vinyl,
"Ligeia ""In Death Overshadow Thee"" LP | Vinyl",Ligeia,In Death Overshadow Thee,Vinyl,
"Stormkeep ""Tales Othertime"" Red Vinyl LP | Vinyl",Stormkeep,Tales Othertime,Vinyl,
"Slaughter Thou ""The Anzac Hammer"" 7"" (Lim to 100) | Vinyl",Slaughter Thou,The Anzac Hammer,Vinyl,
"Fedrespor ""Fra en Vugge i Fjellet"" Digipak CD | CD",Fedrespor,Fra en Vugge i Fjellet,CD,
"Dipygus ""Bushmeat"" CD | CD",Dipygus,Bushmeat,CD,
"Visions ""Visions"" CD | CD",Visions,Visions,CD,
"Mhönos ""Decembris Penitentia"" Digipak CD | CD",Mhönos,Decembris Penitentia,CD,
"Hyperdontia ""A Vessel Forlorn"" LP | Vinyl",Hyperdontia,A Vessel Forlorn,Vinyl,
"The Black Furs ""The Mayhem Years"" Double LP | Vinyl",The Black Furs,The Mayhem Years,Vinyl,
"Thangorodrim ""Taur Nu Fuin"" CD | CD",Thangorodrim,Taur Nu Fuin,CD,
"Departure Chandelier ""Dripping Papal Blood"" 12"" EP | Vinyl",Departure Chandelier,Dripping Papal Blood,Vinyl,
"Diocletian ""Live in Leipzig"" MC | Cassette",Diocletian,Live in Leipzig,Cassette,
"Panphage / Jarnvidr ""Gøthalandom"" Split LP | Vinyl",Panphage / Jarnvidr,Gøthalandom,Vinyl,
"Leichengott ""Ostrza II"" MLP | Vinyl",Leichengott,Ostrza II,Vinyl,
"Thanatomass ""MMXV-MMXVI"" Digipak CD | CD",Thanatomass,MMXV-MMXVI,CD,
"Triclavian ""Pierced by the Spear"" Demo | Cassette",Triclavian,Pierced by the Spear,Cassette,
"Funeral Winds ""333"" LP | Vinyl",Funeral Winds,333,Vinyl,
"Kwade Droes ""Groeten vanuit Gene Zijde"" LP | Vinyl",Kwade Droes,Groeten vanuit Gene Zijde,Vinyl,
"Opeth ""My Arms, Your Hearse"" Double LP | Vinyl",Opeth,"My Arms, Your Hearse",Vinyl,
Death Vanish / Misanthropos Split MC | Cassette,,,,
"Burier ""In Communion With Death"" CD | CD",Burier,In Communion With Death,CD,
"Decayed ""The Ancient Brethren"" CD | CD",Decayed,The Ancient Brethren,CD,
"Voodus ""Open the Otherness"" LP | Vinyl",Voodus,Open the Otherness,Vinyl,
"Black Cilice ""Atavistic Possessions"" MCD | CD",Black Cilice,Atavistic Possessions,CD,
"Abhorior / Sadistik Goathammer ""Hierophanic Sigils ov the Poison and Death"" CD | CD",Abhorior / Sadistik Goathammer,Hierophanic Sigils ov the Poison and Death,CD,
"Fearbringer  "" Nera Chiesa "" MC | Cassette",Fearbringer, Nera Chiesa ,Cassette,
"Lethal Infection ""The Chant of the Black Prophecies"" MC | Cassette",Lethal Infection,The Chant of the Black Prophecies,Cassette,
"Mental Distortion ""Mentally Distorted"" CD | CD",Mental Distortion,Mentally Distorted,CD,
"Centinex ""World Declension"" Digipak CD | CD",Centinex,World Declension,CD,
"Second Hell / Skull Crusher ""Metal Deadness"" Split LP | Vinyl",Second Hell / Skull Crusher,Metal Deadness,Vinyl,
"Carnivore ""Carnivore"" LP | Vinyl",Carnivore,Carnivore,Vinyl,
"Mortiis ""Crypt of the Wizard -Live-"" CD | CD",Mortiis,Crypt of the Wizard -Live-,CD,
"Neil Merryweather & the Space Rangers ""Kryptonite"" LP + 7"" | Vinyl",Neil Merryweather & the Space Rangers,Kryptonite,Vinyl,
"Burning Winds ""Return to Hell"" LP | Vinyl",Burning Winds,Return to Hell,Vinyl,
"Bhleg ""Fäghring"" LP | Vinyl",Bhleg,Fäghring,Vinyl,
"Arkhon Infaustus ""In Sperma Infernum"" Digipak CD | CD",Arkhon Infaustus,In Sperma Infernum,CD,
"Bastion ""Dawn of Swarog"" CD | CD",Bastion,Dawn of Swarog,CD,
"Die Human Race ""Fire of Darkness War Baphomet"" CD | CD",Die Human Race,Fire of Darkness War Baphomet,CD,
"Sissy Spacek ""Ways of Confusion"" Test Press LP + CD | Vinyl",Sissy Spacek,Ways of Confusion,Vinyl,
"Morbid Angel ""Blessed Are the Sick"" LP | Vinyl",Morbid Angel,Blessed Are the Sick,Vinyl,
"Ordo Omegae Absolute ""Compendium Ordinis"" MC | Cassette",Ordo Omegae Absolute,Compendium Ordinis,Cassette,
"Mütiilation ""Remains of a Ruined, Dead, Cursed Soul"" LP | Vinyl",Mütiilation,"Remains of a Ruined, Dead, Cursed Soul",Vinyl,
"CRYPT OF KERBEROS ""WORLD OF MYTHS"" Digipak CD | CD",CRYPT OF KERBEROS,WORLD OF MYTHS,CD,
"Horna ""Kuoleman Kirjo"" Double LP | Vinyl",Horna,Kuoleman Kirjo,Vinyl,
"Vortex ""Remains"" LP | Vinyl",Vortex,Remains,Vinyl,
"Ride for Revenge ""The King of Snakes"" CD | CD",Ride For Revenge,The King of Snakes,CD,
"White Nights ""Solanaceae"" MCD | CD",White Nights,Solanaceae,CD,
"Cerimônia ""...Combustão conflagração desolação..."" MC | Cassette",Cerimônia,...Combustão conflagração desolação...,Cassette,
"AC/DC ""Fly On The Wall"" MC (Pegaz Edition) | Cassette",AC/DC,Fly On The Wall,Cassette,
"Ara ""Von der Nacht"" MC | Cassette",Ara,Von der Nacht,Cassette,
"Hermóðr / Poems of the Elder ""Midnight Sun"" Split Digipak CD | CD",Hermóðr / Poems of the Elder,Midnight Sun,CD,
"Devils Whorehouse ""Revelation Unorthodox"" LP | Vinyl",Devils Whorehouse,Revelation Unorthodox,Vinyl,
"Evoke ""Seeds of Death"" CD | CD",Evoke,Seeds of Death,CD,
"G.A.T.E.S. / Blüdwülf ""Death Bitch EP"" Black Vinyl Split 7"" | Vinyl",G.A.T.E.S. / Blüdwülf,Death Bitch EP,Vinyl,
"Lugubrum ""Bruyne Kroon"" Double LP | Vinyl",Lugubrum,Bruyne Kroon,Vinyl,
"Evil / Siege Column Split 7"" | Vinyl",,,,
"Christ Agony ""Moonlight Act III"" CD | CD",Christ Agony,Moonlight Act III,CD,
"Grenjar / Kargvint ""Av Eldre Kunst / Stimmen Aus Der Tiefe"" Split 7"" | Vinyl",Grenjar / Kargvint,Av Eldre Kunst / Stimmen Aus Der Tiefe,Vinyl,
"Verminous Knight ""Malignant Descent"" Digipak CD | CD",Verminous Knight,Malignant Descent,CD,
"Theudho ""De Roep van het Woud"" CD | CD",Theudho,De Roep van het Woud,CD,
"Gaskin ""Beyond Worlds End 80-81"" LP | Vinyl",Gaskin,Beyond Worlds End 80-81,Vinyl,
"Blessed in Sin / In Articulo Mortis ""Ancient Ceremonies"" Split MC | Cassette",Blessed in Sin / In Articulo Mortis,Ancient Ceremonies,Cassette,
"Candlemass ""Don't Fear The Reaper"" MLP | Vinyl",Candlemass,Don't Fear The Reaper,Vinyl,
"Bombarder ""Speed Kill"" CD (Bosnian Cult Speed Metal 1989) | CD",Bombarder,Speed Kill,CD,
"Jesus Wept ""Psychedelic Degeneracy"" MC | Cassette",Jesus Wept,Psychedelic Degeneracy,Cassette,
"Wagner Ödegård ""Om kosmos och de tolv järtekn"" Blue Vinyl LP | Vinyl",Wagner Ödegård,Om kosmos och de tolv järtekn,Vinyl,
"Angstloch ""The Shades of Pale Night"" LP | Vinyl",ANGSTLOCH,The Shades of Pale Night,Vinyl,
"Mouth of Madness ""Mouth of Madness"" Demo | Cassette",Mouth of Madness,Mouth of Madness,Cassette,
"Nettlecarrier ""Black Coffin Rites"" MC | Cassette",Nettlecarrier,Black Coffin Rites,Cassette,
"Horrifying ""Dreadful Parasomnia"" CD | CD",Horrifying,Dreadful Parasomnia,CD,
"Venusberg Cardinal ""Atlas of Dungeons"" CD | CD",Venusberg Cardinal,Atlas of Dungeons,CD,
"Hole Dweller ""Returns to Roost"" LP | Vinyl",Hole Dweller,Returns to Roost,Vinyl,
"Schavot ""Galgenbrok"" LP | Vinyl",Schavot,Galgenbrok,Vinyl,
"Decrepitaph / Eternal Solstice Split 7"" | Vinyl",,,,
"Massacred ""Skull Slayer"" MC | Cassette",Massacred,Skull Slayer,Cassette,
"Thevetat ""Desecration of Divine Presence"" 7"" | Vinyl",Thevetat,Desecration of Divine Presence,Vinyl,
"Absu ""In the Eyes of Ioldánach"" LP | Vinyl",Absu,In the Eyes of Ioldánach,Vinyl,
"4000 x 4""x6"" Split Flyers | Vinyl",,,,
"Vainturn ""Шлях (The Way)"" CD | CD",Vainturn,Шлях (The Way),CD,
"Jordfäst ""Hädanefter"" CD | CD",Jordfäst,Hädanefter,CD,
"Sceptre Of The Fading Dawn ""Recollections..."" LP | Vinyl",Sceptre Of The Fading Dawn,Recollections...,Vinyl,
"Mystic Charm ""Shadows of the Unknown"" Double LP | Vinyl",Mystic Charm,Shadows of the Unknown,Vinyl,
"Desekryptor / Draghkar Split 7"" | Vinyl",,,,
"Kältetod ""Zwang"" LP | Vinyl",Kältetod,Zwang,Vinyl,
"Ceremonial Torture ""Sabbath, Thou Arts"" LP | Vinyl",Ceremonial Torture,"Sabbath, Thou Arts",Vinyl,
"Battalion of Eternity ""III"" Demo (GoatowaRex) | Cassette",Battalion of Eternity,III,Cassette,
"Excurse ""Veiled"" MC | Cassette",Excurse,Veiled,Cassette,
"Silver Knife ""Unyielding / Unseeing"" Digipak CD | CD",Silver Knife,Unyielding / Unseeing,CD,
