description,artist,album,format,extra
"[SOLD OUT] FUNERAL ALTAR ""Funeral Altar"" CD (lim. 100) [digipak]",Funeral Altar,Funeral Altar,CD,(lim. 100) [digipak]
"[SOLD OUT] MALÉFICES ""Rites Crvels"" vinyl LP (color)",MALÉFICES,Rites Crvels,Vinyl,(color)
"[SOLD OUT] MALÉFICES ""Povr Le Sangs"" vinyl LP (color)",MALÉFICES,Povr Le Sangs,Vinyl,(color)
"[SOLD OUT] LUNAR SPELLS ""Medieval Shadows from an Ancient Netherworld"" CD (digipak)",Lunar Spells,Medieval Shadows from an Ancient Netherworld,CD,(digipak)
"SCEPTRE OF THE FADING DAWN ""Collection"" Double CD [2xCD digipak]",Sceptre Of The Fading Dawn,Collection,CD,[2xCD digipak]
"[SOLD OUT] LUNAR SPELLS ""Where Silence Whispers"" CD (jewel case)",Lunar Spells,Where Silence Whispers,CD,(jewel case)
"[SOLD OUT] WARLOCK CORPSE (Труп Колдуна) ""Returning to Dungeons"" CD [digipak]",WARLOCK CORPSE (Труп Колдуна),Returning to Dungeons,CD,[digipak]
"[SOLD OUT] DÉLÉTÈRE ""De Horae Leprae"" CD",DÉLÉTÈRE,De Horae Leprae,CD,
"[SOLD OUT] FORBIDDEN TOMB / NANSARUNAI ""Split"" vinyl LP (lim. 100)",Forbidden Tomb / Nansarunai,Split,Vinyl,(lim. 100)
"[SOLD OUT] UNREQVITED ""Empathica"" vinyl LP (color, lim. 199)",UNREQVITED,Empathica,Vinyl,"(color, lim. 199)"
"[SOLD OUT] VISIGOTH ""The Revenant King"" vinyl 2xLP (gatefold w/ giant poster)",VISIGOTH,The Revenant King,Vinyl,(gatefold w/ giant poster)
"[SOLD OUT] MALFET ""The Snaking Path"" vinyl LP (lim. 250)",Malfet,The Snaking Path,Vinyl,(lim. 250)
"[SOLD OUT] NINKHARSAG ""The Dread March of Solemn Gods"" vinyl LP",NINKHARSAG,The Dread March of Solemn Gods,Vinyl,
"[SOLD OUT] DRUDKH ""Forgotten Legends"" vinyl LP (lim. 350)",Drudkh,Forgotten Legends,Vinyl,(lim. 350)
"[SOLD OUT] SUMERIAN TOMBS ""Sumerian Tombs"" 2xCD (digipak w/slipcase, hand numbered)",Sumerian Tombs,Sumerian Tombs,CD,"(digipak w/slipcase, hand numbered)"
"[SOLD OUT] REVENANT MARQUIS ""Cyflymiad O'r Holl Arferion Ocwlt"" CD (A5 size digipak)",Revenant Marquis,Cyflymiad O'r Holl Arferion Ocwlt,CD,(A5 size digipak)
"[SOLD OUT] DRUDKH ""Microcosmos"" CD",Drudkh,Microcosmos,CD,
"[SOLD OUT] DRUDKH ""Forgotten Legends"" CD",Drudkh,Forgotten Legends,CD,
"[SOLD OUT] DRUDKH ""Autumn Aurora"" CD",Drudkh,Autumn Aurora,CD,
"PUTRID MARSH / WARPED SKULL ""Demos Collection"" Double CD [2xCD digipak]",Putrid Marsh / Warped Skull,Demos Collection,CD,[2xCD digipak]
"[SOLD OUT] MOON AND AZURE SHADOW ""Age of Darkness and Frost"" CD (A5 size digipak)",MOON AND AZURE SHADOW,Age of Darkness and Frost,CD,(A5 size digipak)
"[SOLD OUT] OLD NICK ""Witch Of The Northern Vill"" CD",Old Nick,Witch Of The Northern Vill,CD,
"[SOLD OUT] OLD NICK ""Iam Vampire Castle"" CD (Lim. 200)",Old Nick,Iam Vampire Castle,CD,(Lim. 200)
"[SOLD OUT] WEEPING COFFIN ""F.B.I"" CD",WEEPING COFFIN,F.B.I,CD,
"[SOLD OUT] OLD NICK ""No Solace In Sunlight"" CD",Old Nick,No Solace in Sunlight,CD,
"[SOLD OUT] OLD NICK ""Curse Of The Lock Master"" CD",Old Nick,Curse Of The Lock Master,CD,
"[SOLD OUT] OLD NICK / HEX CLOCK ""Split"" CD",OLD NICK / HEX CLOCK,Split,CD,
"[SOLD OUT] POLTERWYTCH ""5 Curses Of The Polterorgel"" CD (lim. 150)",POLTERWYTCH,5 Curses Of The Polterorgel,CD,(lim. 150)
"[SOLD OUT] LACE SHAWL ""The Secret Botanist"" CD",LACE SHAWL,The Secret Botanist,CD,
"[SOLD OUT] SPIDER GOD ""Shadowless Light (Skugglösa ljuset)"" CD",Spider God,Shadowless Light (Skugglösa ljuset),CD,
"[SOLD OUT] NOCTURNAL DEPARTURE ""Cathartic Black Rituals"" CD (digipak)",Nocturnal Departure,Cathartic Black Rituals,CD,(digipak)
"[SOLD OUT] HAJDUK / AKANTHA / NIMBIFER / SORGELIG ""Ruins of Humanity"" CD (4-way split, digipak)",HAJDUK / AKANTHA / NIMBIFER / SORGELIG,Ruins of Humanity,CD,"(4-way split, digipak)"
"[SOLD OUT] SPIDER GOD ""A Foreign Tongue (Ett Främmande Språk)"" CD",Spider God,A Foreign Tongue (Ett Främmande Språk),CD,
"[SOLD OUT] ALAN HOWARTH ""Halloween 4"" OST vinyl LP (color, gatefold)",ALAN HOWARTH,Halloween 4,Vinyl,"(color, gatefold)"
"[SOLD OUT] WALTER RIZZATI ""HOUSE BY THE CEMETERY - EXPANDED"" OST vinyl 2xLP (color, gatefold)",WALTER RIZZATI,HOUSE BY THE CEMETERY - EXPANDED,Vinyl,"(color, gatefold)"
"[SOLD OUT] MERCY ""Mercy"" LP (color, lim. 250)",Mercy,Mercy,Vinyl,"(color, lim. 250)"
"[SOLD OUT] GHARMELICHT ""Gharmelicht"" Vinyl LP (color, lim. 250)",Gharmelicht,Gharmelicht,Vinyl,"(color, lim. 250)"
"[SOLD OUT] CULT OF THAUMIEL ""Palaces of Iniquity"" vinyl LP (lim. 250)",Cult of Thaumiel,Palaces of Iniquity,Vinyl,(lim. 250)
"[SOLD OUT] NERGAL ""The Wizard of Nerath"" Vinyl LP (color, lim. 250)",Nergal,The Wizard of Nerath,Vinyl,"(color, lim. 250)"
"[SOLD OUT] CAVEMAN CULT ""Blood and Extinction"" CD",Caveman Cult,Blood and Extinction,CD,
"[SOLD OUT] YSENGRIN ""Liber Hermetis"" 4xLP (die hard color + test press editions, Lim. 20)",Ysengrin,Liber Hermetis,Vinyl,"(die hard color + test press editions, Lim. 20)"
"[SOLD OUT] OBSKURITATEM ""Hronika iz Mraka"" vinyl LP",Obskuritatem,Hronika iz Mraka,Vinyl,
"[SOLD OUT] OBSKURITATEM ""Pro Officio Mortuorum"" vinyl LP",Obskuritatem,Pro Officio Mortuorum,Vinyl,
"[SOLD OUT] VISIONS OF YŌKAI / SOLEMN IMAGIST ""Split"" LP (color, 180g)",VISIONS OF YŌKAI / SOLEMN IMAGIST,Split,Vinyl,"(color, 180g)"
"[SOLD OUT] SULFUROUS PRESENCE ""Demo II"" vinyl LP (180g)",Sulfurous Presence,Demo II,Vinyl,(180g)
"[SOLD OUT] XASTHUR ""Ominous Fates"" Vinyl LP (Color, Gatefold, lim.200)",Xasthur,Ominous Fates,Vinyl,"(Color, Gatefold, lim.200)"
"[SOLD OUT] FALKENBACH ""En Their Medh Riki Fara"" CD (digibook)",Falkenbach,En Their Medh Riki Fara,CD,(digibook)
"[SOLD OUT] PAYSAGE D'HIVER ""Paysage d'Hiver"" Vinyl 2xLP (gatefold, etched)",PAYSAGE D'HIVER,Paysage d'Hiver,Vinyl,"(gatefold, etched)"
"[SOLD OUT] FALKENBACH ""...magni blandinn ok megintíri..."" CD (digibook)",Falkenbach,...magni blandinn ok megintíri...,CD,(digibook)
"[SOLD OUT] FALKENBACH ""Heralding - The Fireblade"" CD (digibook)",Falkenbach,Heralding - The Fireblade,CD,(digibook)
"[SOLD OUT] AGALLOCH ""Ashes Against The Grain"" CD",AGALLOCH,Ashes Against The Grain,CD,
"[SOLD OUT] AGALLOCH ""Ashes Against The Grain"" Vinyl 2xLP (Color, Gatefold)",AGALLOCH,Ashes Against The Grain,Vinyl,"(Color, Gatefold)"
"[SOLD OUT] FALKENBACH ""Ok nefna tysvar Ty"" CD (digibook)",Falkenbach,Ok Nefna Tysvar Ty,CD,(digibook)
"[SOLD OUT] WINTERBLOOD ""Finsternis"" Vinyl 2xLP (gatefold, numbered)",Winterblood,Finsternis,Vinyl,"(gatefold, numbered)"
"[SOLD OUT] AGALLOCH ""The Mantle"" CD",AGALLOCH,The Mantle,CD,
"[SOLD OUT] WINTERBLOOD ""Waldeinsamkeit"" 2xLP (gatefold, numbered)",Winterblood,Waldeinsamkeit,Vinyl,"(gatefold, numbered)"
"[SOLD OUT] FEN WALKER ""Fare Thee Well Battle Winds"" Vinyl LP (Gatefold, Color)",Fen Walker,Fare Thee Well Battle Winds,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] VANDALORUM ""Flagellum Dei"" Vinyl LP (Color)",Vandalorum,Flagellum Dei,Vinyl,(Color)
"[SOLD OUT] MOONLIGHT SORCERY ""Piercing Throught the Frozen Eternity"" Vinyl LP (color)",Moonlight Sorcery,Piercing Throught the Frozen Eternity,Vinyl,(color)
"[SOLD OUT] DIM LIGHTS ""Starspire"" Vinyl LP (color) [V-Khaoz]",DIM LIGHTS,Starspire,Vinyl,(color) [V-Khaoz]
"[SOLD OUT] OCEANSNOW ""Vivienne"" Vinyl LP (color) [Spectral Voice]",OCEANSNOW,Vivienne,Vinyl,(color) [Spectral Voice]
"[SOLD OUT] OCEANSNOW ""Vivienne"" CD (digipak) [Spectral Voice]",OCEANSNOW,Vivienne,CD,(digipak) [Spectral Voice]
"[SOLD OUT] SIVYJ YAR ""Golden Threads"" CD (digipak, lim.300) [Сивый Яр]",SIVYJ YAR,Golden Threads,CD,"(digipak, lim.300) [Сивый Яр]"
"[SOLD OUT] DIM LIGHTS ""Starspire"" CD (digipak) [V-Khaoz]",DIM LIGHTS,Starspire,CD,(digipak) [V-Khaoz]
"[SOLD OUT] STJÄRNFÄLT ""Lapporten"" CD (digipak)",STJÄRNFÄLT,Lapporten,CD,(digipak)
"[SOLD OUT] JORD ""Mane"" CD (A5 digipak lim.500)",JORD,Mane,CD,(A5 digipak lim.500)
"[SOLD OUT] VALTYR ""Veriset Saagat"" CD (A5 digipak lim.500) [Emyn Muil]",VALTYR,Veriset Saagat,CD,(A5 digipak lim.500) [Emyn Muil]
"[SOLD OUT] CÂN BARDD ""Devoured by the Oak"" CD",CÂN BARDD,Devoured by the Oak,CD,
[SOLD OUT] ÄKTH GÁNAHËTH “Crowned in Shadows” CD (digipak),ÄKTH GÁNAHËTH,Crowned in Shadows,CD,(digipak)
"[SOLD OUT] LUSTRE ""Night Spirit"" CD",Lustre,Night Spirit,CD,
"[SOLD OUT] VINTERRIKET ""Grauweiss"" CD",VINTERRIKET,Grauweiss,CD,
"[SOLD OUT] IMMORTAL ""Pure Holocaust"" CD",Immortal,Pure Holocaust,CD,
"[SOLD OUT] LAMP OF MURMUUR / DAI-CHI ""Split"" CD (digipak)",LAMP OF MURMUUR / DAI-CHI,Split,CD,(digipak)
"[SOLD OUT] ULVER ""Kveldssanger"" CD",Ulver,Kveldssanger,CD,
"[SOLD OUT] XIBALBA ""Ah Dzam Poop Ek"" Double CD (2xCD jewel case w/ slipcase)",Xibalba,Ah Dzam Poop Ek,CD,(2xCD jewel case w/ slipcase)
"[SOLD OUT] IMMORTAL ""Battles In The North"" CD",Immortal,Battles in the North,CD,
"[SOLD OUT] MORTIIS ""Keiser av en Dimensjon Ukjent"" CD (A5 Digipak)",Mortiis,Keiser av en Dimensjon Ukjent,CD,(A5 Digipak)
"[SOLD OUT] MORTIIS ""Ånden Som Gjorde Opprør"" CD (A5 Digipak)",Mortiis,Ånden Som Gjorde Opprør,CD,(A5 Digipak)
"[SOLD OUT] MORTIIS ""The Song Of A Long Forgotten Ghost"" CD (A5 Digipak)",Mortiis,The Song Of A Long Forgotten Ghost,CD,(A5 Digipak)
"[SOLD OUT] MORTIIS ""Blood and Thunder"" CD (A5 Digipak)",Mortiis,Blood and Thunder,CD,(A5 Digipak)
"[SOLD OUT] FATA MORGANA ""Fata Morgana"" CD (A5 Digipak)",FATA MORGANA,Fata Morgana,CD,(A5 Digipak)
"[SOLD OUT] OSTOTS ""2008-2013"" Triple CD (3xCD jewel case, lim.200)",Ostots,2008-2013,CD,"(3xCD jewel case, lim.200)"
"STJÄRNFÄLT ""Lapporten"" vinyl LP (color)",STJÄRNFÄLT,Lapporten,Vinyl,(color)
"[SOLD OUT] BATTLE DAGORATH ""Abyss Horizons"" Double LP vinyl (2xLP color)",BATTLE DAGORATH,Abyss Horizons,Vinyl,(2xLP color)
"KNEIPEGEIST / KATABASILISK ""Split"" Vinyl LP (lim. 100)",KNEIPEGEIST / KATABASILISK,Split,Vinyl,(lim. 100)
"[SOLD OUT] SOJOURNER ""The Shadowed Road"" Double LP vinyl (2xLP gatefold)",SOJOURNER,The Shadowed Road,Vinyl,(2xLP gatefold)
"[SOLD OUT] SOJOURNER ""Empires of Ash"" Double LP vinyl (2xLP gatefold)",SOJOURNER,Empires of Ash,Vinyl,(2xLP gatefold)
"[SOLD OUT] DWARROWDELF ""The Sons Of Fëanor+Of Darkened Halls"" double LP vinyl (2xLP color, gatefold, lim.199)",DWARROWDELF,The Sons Of Fëanor+Of Darkened Halls,Vinyl,"(2xLP color, gatefold, lim.199)"
"[SOLD OUT] DAHULIGIRI ""Spectral Pilgrimage"" Vinyl LP (lim. 100)",DAHULIGIRI,Spectral Pilgrimage,Vinyl,(lim. 100)
"[SOLD OUT] WAGNER ÖDEGÅRD ""Om Twenne Kosmos"" vinyl LP (color)",WAGNER ÖDEGÅRD,Om Twenne Kosmos,Vinyl,(color)
"[SOLD OUT] DWARROWDELF ""Evenstar"" vinyl LP  (color, lim.177)",DWARROWDELF,Evenstar,Vinyl,"(color, lim.177)"
"[SOLD OUT] DWARROWDELF ""Of Dying Lights"" vinyl LP  (color, lim.195)",DWARROWDELF,Of Dying Lights,Vinyl,"(color, lim.195)"
"[SOLD OUT] OES GALLIATH ""Sous l'Oeil Fermé Des Paradis"" Double Vinyl LP (2xLP, color) ",Oes Galliath,Sous l'Oeil Fermé des Paradis,Vinyl,"(2xLP, color)"
"[SOLD OUT] NACHT UND GNOSIS ""Herranom"" vinyl LP (color, poster)",Nacht Und Gnosis,Herranom,Vinyl,"(color, poster)"
"[SOLD OUT] VETËVRAKH ""Satanic Black Moloch"" vinyl LP",VETËVRAKH,Satanic Black Moloch,Vinyl,
"[SOLD OUT] UPAMSU ""Ajian Uleman Sang Peteng"" vinyl LP (180g, lim.100)",Upamsu,Ajian Uleman Sang Peteng,Vinyl,"(180g, lim.100)"
"[SOLD OUT] DEPRESSIVE SILENCE ""The Darkened Empires"" CD (Lim. 300)",Depressive Silence,The Darkened Empires,CD,(Lim. 300)
"[SOLD OUT] LEVIATHAN ""Portrait In Scars-The Speed Of Darkness"" double LP vinyl (2xLP color, gatefold)",Leviathan,Portrait In Scars-The Speed Of Darkness,Vinyl,"(2xLP color, gatefold)"
"GOTHMOG ""Medieval Journeys"" CD (Lim. 300)",Gothmog,Medieval Journeys,CD,(Lim. 300)
"[SOLD OUT] PUMPKIN WITCH ""In The Frightful Gaze..."" vinyl LP (color, lim.300)",PUMPKIN WITCH,In The Frightful Gaze...,Vinyl,"(color, lim.300)"
"[SOLD OUT] NEBRAN ""...Of Long Forgotten Times"" vinyl LP (gatefold, color, 180g, poster)",Nebran,...Of Long Forgotten Times,Vinyl,"(gatefold, color, 180g, poster)"
"[SOLD OUT] MORBID ROMANCE ""Les Années de Peste"" CD (Lim. 50)",MORBID ROMANCE,Les Années de Peste,CD,(Lim. 50)
"[SOLD OUT] NEBRAN ""...Of Long Forgotten Times"" double CD (2xCD digipak, numbered)",Nebran,...Of Long Forgotten Times,CD,"(2xCD digipak, numbered)"
"[SOLD OUT] CONIFÈRE ""Noblesse d'Épée"" CD (Lim. 50)",CONIFÈRE,Noblesse d'Épée,CD,(Lim. 50)
"[SOLD OUT] HIVERNA ""II. Macabre"" Vinyl LP (lim.200)",Hiverna,II. Macabre,Vinyl,(lim.200)
"[SOLD OUT] SANCTUAIRE ""Le Sang Sur l'Acier"" Vinyl LP (Color)",Sanctuaire,Le Sang Sur l'Acier,Vinyl,(Color)
"[SOLD OUT] PAGAN MOON ""2016-2021"" vinyl LP (lim.100)",PAGAN MOON,2016-2021,Vinyl,(lim.100)
"[SOLD OUT] NEIGE ET NOIRCEUR ""La Seigneurie des Loups"" Vinyl LP (color)",Neige et Noirceur,La Seigneurie des Loups,Vinyl,(color)
"[SOLD OUT] EKTHELION / DRAPED IN SHADOWS ""Dawn of the Vampyric Princes"" CD (Lim. 100)",EKTHELION / DRAPED IN SHADOWS,Dawn of the Vampyric Princes,CD,(Lim. 100)
"MIRTHQUELL ""Return of the Ancients"" CD (digipak, lim.300)",MIRTHQUELL,Return of the Ancients,CD,"(digipak, lim.300)"
"[SOLD OUT] HARYON ""Memories of Arda"" CD (Lim. 200)",Haryon,Memories of Arda,CD,(Lim. 200)
"[SOLD OUT] VINDKALDR ""Abyssos Symphonia"" vinyl LP (color, lim.150)",VINDKALDR,Abyssos Symphonia,Vinyl,"(color, lim.150)"
"[SOLD OUT] WATERBOATMEN ""Sachiko's Seasons"" vinyl LP (color, lim.100, numbered)",Waterboatmen,Sachiko's Seasons,Vinyl,"(color, lim.100, numbered)"
"[SOLD OUT] OSSA CORONATA ""To Leave the Body"" vinyl LP (lim.150)",OSSA CORONATA,To Leave the Body,Vinyl,(lim.150)
"[SOLD OUT] OSSA CORONATA ""A Candle"" vinyl LP (lim.150)",OSSA CORONATA,A Candle,Vinyl,(lim.150)
"[SOLD OUT] GRÓGALDR / ÄKTH GÁNAHËTH ""Split"" vinyl LP",GRÓGALDR / ÄKTH GÁNAHËTH,Split,Vinyl,
"[SOLD OUT] NANSARUNAI ""Ultimul Rege"" vinyl LP",Nansarunai,Ultimul Rege,Vinyl,
"[SOLD OUT] ARAZUBAK ""The Haunted Spawn of Torment"" vinyl LP",Arazubak,The Haunted Spawn of Torment,Vinyl,
"[SOLD OUT] BLOOD MAGIC ""Medieval Dark Arts"" vinyl LP",Blood Magic,Medieval Dark Arts,Vinyl,
"[SOLD OUT] ANCIENT STONE ""Feed on the Dead"" vinyl LP",Ancient Stone,Feed on the Dead,Vinyl,
"[SOLD OUT] CANDELABRUM ""Portals"" vinyl LP (color, poster)",Candelabrum,Portals,Vinyl,"(color, poster)"
"[SOLD OUT] BLACK CILICE ""Transfixion of Spirits"" Vinyl LP (color)",Black Cilice,Transfixion of Spirits,Vinyl,(color)
"[SOLD OUT] ATRA ""Of Demise, Evil & Necromancy - Compendium Tormentum"" Double Vinyl LP (2xLP)",Atra,"Of Demise, Evil & Necromancy - Compendium Tormentum",Vinyl,(2xLP)
"[SOLD OUT] ARAZUBAK / NANSARUNAI ""Split"" CD (digipak)",Arazubak / Nansarunai,Split,CD,(digipak)
"[SOLD OUT] BLACK CILICE ""Transfixion of Spirits"" CD ",Black Cilice,Transfixion of Spirits,CD,
"[SOLD OUT] BLACK CILICE ""Banished from Time"" CD",Black Cilice,Banished From Time,CD,
"[SOLD OUT] BLACK CILICE ""Curses & Oaths"" Double CD (2xCD jewel case)",Black Cilice,Curses & Oaths,CD,(2xCD jewel case)
"[SOLD OUT] CIMERION ""Vers la Montagne Noire"" CD (digipak, lim. 200)",Cimerion,Vers la Montagne Noire,CD,"(digipak, lim. 200)"
"[SOLD OUT] BEHERIT ""The Oath of Black Blood"" deluxe Vinyl LP (Picture Disc, gatefold, 44pg book)",Beherit,The Oath of Black Blood,Vinyl,"(Picture Disc, gatefold, 44pg book)"
"[SOLD OUT] BURIER ""V: Cremation of Lingering Hope"" CD",Burier,V: Cremation of Lingering Hope,CD,
"[SOLD OUT] BELLKEEPER ""The First Flame of Lordran"" vinyl LP (color)",BELLKEEPER,The First Flame of Lordran,Vinyl,(color)
"[SOLD OUT] ARCTOS ""Beyond the Grasp of Mortal Hands"" vinyl LP (color, lim. 199)",ARCTOS,Beyond the Grasp of Mortal Hands,Vinyl,"(color, lim. 199)"
"[SOLD OUT] BELORE ""Journey Through Mountains and Valleys"" vinyl LP (color, lim. 199)",Belore,Journey Through Mountains And Valleys,Vinyl,"(color, lim. 199)"
"[SOLD OUT] ARCTOS ""Beyond the Grasp of Mortal Hands"" CD",ARCTOS,Beyond the Grasp of Mortal Hands,CD,
"[SOLD OUT] BLOOD INCANTATION ""Timewave Zero"" CD+Blu-Ray [2xCD Digipak]",Blood Incantation,Timewave Zero,CD,[2xCD Digipak]
"[SOLD OUT] BLACK CITADEL ""Relics Of Forgotten Satanist Wisdom"" CD (lim. 100)",Black Citadel,Relics of Forgotten Satanist Wisdom,CD,(lim. 100)
"[SOLD OUT] CHARLES BERNSTEIN ""The Entity"" OST Vinyl LP (w/ obi, numbered, color)",CHARLES BERNSTEIN,The Entity,Vinyl,"(w/ obi, numbered, color)"
"[SOLD OUT] BORDA'S ROPE ""Nearer the Shores of Kothal"" CD [Digipak]",Borda's Rope,Nearer the Shores of Kothal,CD,[Digipak]
"[SOLD OUT] ARCTURUS ""Aspera Hiems Symfonia"" CD (digipak)",Arcturus,Aspera Hiems Symfonia,CD,(digipak)
"[SOLD OUT] ARAZUBAK ""Arazubak"" Vinyl LP",Arazubak,Arazubak,Vinyl,
"[SOLD OUT] ARAZUBAK ""The Haunted Spawn of Torment"" CD [Digipak]",Arazubak,The Haunted Spawn of Torment,CD,[Digipak]
"[SOLD OUT] ARKHTINN ""二度目の災害"" CD (Digipak)",Arkhtinn,二度目の災害,CD,(Digipak)
"[SOLD OUT] ARTHUROS ""Goddess"" CD [Digipak, lim.200]",Arthuros,Goddess,CD,"[Digipak, lim.200]"
"BOOK OF SKELOS ""Magickal Atavism"" CD [Digipak]",Book of Skelos,Magickal Atavism,CD,[Digipak]
"[SOLD OUT] BURIER ""IV (Wielding Malignity)"" CD",Burier,IV (Wielding Malignity),CD,
"[SOLD OUT] BURIER ""III (In Communion With Death)"" CD",Burier,III (In Communion With Death),CD,
"ANCIENT BOREAL FOREST ""Where Dragons Dream/A Relic..."" Double CD [2xCD Digipak w/ gold print]",Ancient Boreal Forest,Where Dragons Dream/A Relic...,CD,[2xCD Digipak w/ gold print]
"[SOLD OUT] CARNIFEXIAN ""Age of Spiked Mace"" CD",CARNIFEXIAN,Age of Spiked Mace,CD,
"[SOLD OUT] CATACOMBS ENSHADOWED ""Curse of Dark Centuries"" CD",CATACOMBS ENSHADOWED,Curse of Dark Centuries,CD,
"[SOLD OUT] SERPENT'S ISLE ""Serpent's Isle"" CD [Digipak]",Serpent's Isle,Serpent's Isle,CD,[Digipak]
"NOCTURNAL EFFIGY ""Nocturnal Effigy"" CD (digipak)",Nocturnal Effigy,Nocturnal Effigy,CD,(digipak)
"[SOLD OUT] ABIGAIL ""Grotesque Nightmare"" vinyl LP (lim. 250)",Abigail,Grotesque Nightmare,Vinyl,(lim. 250)
